question,subject,choices,answer,translated_question,translated_choices
What is the meaning of collective rights?,international_law,"['Collective rights belong to distinct groups of people'
 'Collective rights are those that belong to particular groups as opposed to the individual members of the group'
 'Minority rights are collective rights'
 ""Collective rights entail a right of the group as such as well as individual rights of the group's members""]",1, Kollektiv hüquqların mənası nədir?," Kollektiv hüquqlar ayrı-ayrı insan qruplarına aiddir,  Kollektiv hüquqlar, qrupun fərdi üzvlərindən fərqli olaraq, müəyyən qruplara aid olan hüquqlardır.,  Azlıqların hüquqları kollektiv hüquqlardır,  Kollektiv hüquqlar qrupun hüququnu, həmçinin qrup üzvlərinin fərdi hüquqlarını özündə ehtiva edir."
Are States under any obligation when they conduct negotiations?,international_law,"['States are under no obligation as to how they conduct their negotiation'
 'States are under an obligation so to conduct themselves that the negotiations are meaningful'
 'States are under an obligation to find a solution of the dispute whenever they conduct negotiations'
 'States are under an obligation to inform the UN Secretary-General about the progress of their negotiations']",1, Dövlətlər danışıqlar apararkən hər hansı bir öhdəliyə malikdirlərmi?," Dövlətlər danışıqları necə aparmaqla bağlı heç bir öhdəlik daşımırlar.,  Dövlətlər özlərini danışıqların mənalı olması üçün aparmaq öhdəliyindədirlər,  Dövlətlər mübahisənin həllini tapmaq üçün hər dəfə danışıqlar apararkən öhdəlik daşıyırlar,  Dövlətlər BMT-nin Baş katibini danışıqların gedişatı barədə məlumatlandırmaq öhdəliyindədirlər"
What is the major difference between naturalism and positivism?,international_law,"['On the one hand, naturalism is based on a set of rules that are of universal and objective scope and on the other hand, positivism is based on a structured and coherent legal system that is created by States in light of their interests and desires'
 'While naturalism serves only the theory human rights law, positivism has a wider and more general scope'
 'Naturalism concerns the underpinning values of the international society, while positivism the international rules as such'
 'Naturalism is a school of thought advocated outside of Europe, while positivism is Euro-centric theory']",0, Natüralizm və pozitivizm arasındakı əsas fərq nədir?," Bir tərəfdən, təbiətçiliyin universal və obyektiv bir sıra qaydalara əsaslandığı, digər tərəfdən isə pozitivizm dövlətlərin maraqları və istəkləri nəzərə alınmaqla yaradılan qurulmuş və əlaqəli bir hüquqi sistemə əsaslanır.,  Naturalizm yalnız insan hüquqları qanununun nəzəriyyəsinə xidmət etsə də, pozitivizm daha geniş və daha ümumi bir əhatəyə malikdir,  Natüralizm beynəlxalq cəmiyyətin əsas dəyərləri ilə, pozitivizm isə beynəlxalq qaydalarla əlaqədardır.,  Natüralizm Avropadan kənarda müdafiə olunan bir düşüncə məktəbidir, pozitivizm isə Avro mərkəzli nəzəriyyədir"
What is an 'internationally wrongful conduct'?,international_law,"['An international wrongful conduct is an action or omission which is in breach of a rule of international criminal law'
 'An international wrongful conduct is every breach of an international obligation of the State, whether attributable to it or not'
 'An internationally wrongful conduct consists of an action or omission attributable to the State, which constitutes a breach of an international obligation of the State'
 'An internationally wrongful conduct is the conduct that cannot be excused on grounds of necessity, force majeure etc.']",2," ""Beynəlxalq qanunsuz davranış"" nədir?"," Beynəlxalq qanunsuz davranış beynəlxalq cinayət hüququnun bir qaydasını pozan bir hərəkət və ya hərəkətsizlikdir.,  Beynəlxalq qanunsuz davranış, dövlətin beynəlxalq öhdəliyinin hər hansı bir pozulmasıdır, ona aid edilə bilər və ya yox,  Beynəlxalq qanunsuz davranış, dövlətin beynəlxalq öhdəliyinin pozulması olan dövlətə aid edilən bir hərəkət və ya hərəkətsizliyindən ibarətdir,  Beynəlxalq qanunsuz davranış, zərurət, force majeure və s. səbəbi ilə bağışlanmayan davranışdır."
What is the effects doctrine?,international_law,"['It posits that jurisdiction exists only when it is effective'
 'The effects doctrine serves to confer jurisdiction on the State which has an effective link with the harmful conduct'
 'The effects doctrine serves to confer jurisdiction on the State sharing the nationality of the offender'
 'The effects doctrine serves to confer jurisdiction to the State on whose territory the conduct produces effects']",3, Nəticə doktrinası nədir?," O, yurisdiksiyanın yalnız effektiv olduğu zaman mövcud olduğunu iddia edir,  Əsərlər doktrinası zərərli davranışla effektiv əlaqəsi olan dövlətə yurisdiksiya vermək üçün xidmət edir,  Əməliyyatların nəticələri doktrinası cinayətkarın vətəndaşlığını paylaşan dövlətə yurisdiksiya vermək məqsədi daşıyır,  Əməliyyatların nəticələri doktrinası, ərazisində davranışın nəticələri olan dövlətə məhkəmə səlahiyyətinin verilməsinə xidmət edir"
Which persons are considered as 'de facto' organs of the State under the law of international responsibility?,international_law,"[""'De facto organs' are the individuals that are empowered by law to exercise elements of governmental authority""
 ""'De facto organs' are the persons, which are, in fact, acting on the instructions of, or under the direction or control of, that State in carrying out the conduct attributable to the State""
 ""'De facto organs' are the de jure organs of the State that act without due authority or ultra vires""
 ""'De facto organs' are the organs, whose acts or omission cannot be attributed to the State""]",1," Hansı şəxslər beynəlxalq məsuliyyət hüququ çərçivəsində dövlətin ""de-fakto"" orqanları hesab olunur?"," ""De-fakto orqanlar"" qanunla hökumət hakimiyyətinin elementlərini həyata keçirmək səlahiyyəti verilən şəxslərdir.,  ""De-fakto orqanlar"" - bu dövlətin göstərişləri ilə, yaxud onun göstərişi və ya nəzarəti altında, dövlətə aid edilən davranışın həyata keçirilməsində faktiki olaraq fəaliyyət göstərən şəxslərdir,  ""De-fakto orqanlar"" - Dövlətin lazımi səlahiyyət və ya ultra vires olmadan fəaliyyət göstərən de jure orqanlarıdır.,  ""De-fakto orqanlar"" - hərəkətləri və ya hərəkətsizliyi Dövlətə aid edilə bilməyən orqanlar"
What is the fundamental prerequisite for the incorporation of custom under English law?,international_law,"['Custom is incorporated if it is not in conflict with existing legislation'
 'Custom is superior to English law and is always incorporated'
 'Custom must first be recognised by Parliament before the courts can bring it into the domestic sphere'
 'Custom is incorporated with the passing of implementing legislation']",0, İngilis qanunu altında adətlərin birləşdirilməsinin əsas şərti nədir?," Mövcud qanunvericiliyə zidd olmadıqda adət daxil edilir,  Adət İngilis hüququndan üstündür və həmişə daxil edilir,  Məhkəmələr onu daxili sferaya gətirə bilmədən əvvəl adət əvvəlcə Parlament tərəfindən tanınmalıdır.,  Gəncədəki qanunvericilik tətbiq edilməsi ilə əlaqədar olaraq,"
Was the use of armed force permitted prior to the United Nations Charter?,international_law,"['Armed force was prohibited'
 'Armed force was permitted with no restrictions'
 'Armed force was permitted subject to few restrictions'
 'Armed force was not regulated under international law prior to 1945']",2, Silahlı qüvvədən istifadəyə Birləşmiş Millətlər Təşkilatı Nizamnaməsindən əvvəl icazə verildi?," Silahlı qüvvə qadağan edildi,  Silahlı qüvvə heç bir məhdudiyyət olmadan icazə verildi,  Silahlı qüvvə bir neçə məhdudiyyətə məruz qalmaqla icazə verildi,  Silahlı qüvvə 1945-ci ildən əvvəl beynəlxalq hüquqla tənzimlənmirdi"
What is the protective principle of jurisdiction?,international_law,"['It is jurisdiction based on the harm to national interests by conduct committed abroad'
 ""It is jurisdiction in order to protect one's nationals abroad""
 'It is jurisdiction in order to protect international human rights'
 'It is jurisdiction based on the nationality of the offender']",0, Məhkəmə səlahiyyətinin qoruyucu prinsipi nədir?," Xaricdə törədilən davranışın milli maraqlara zərər vurmasına əsaslanan səlahiyyət,  Bu yurisdiksiya xaricdəki vətəndaşları qorumaq üçündür,  Bu, beynəlxalq insan hüquqlarının qorunması üçün yurisdiksiyadır.,  Məhkəmə səlahiyyəti cinayətkarın vətəndaşlığına əsaslanır"
Which one of the following statements is correct?,international_law,"['The Council of Europe was established in 1950 and consists of 27 member states'
 'The Council of Europe was established in 1949 and consists of 47 member states'
 'The Council of Europe was established in 1959 and consists of 34 member states'
 'The Council of Europe was established in 1984 and consists of 19 member states']",1, Aşağıdakı ifadələrdən hansı doğru?," Avropa Şurası 1950-ci ildə yaradılıb və 27 üzv dövlətdən ibarətdir.,  Avropa Şurası 1949-cu ildə yaradılıb və 47 üzv dövlətdən ibarətdir.,  Avropa Şurası 1959-cu ildə yaradılıb və 34 üzv dövlətdən ibarətdir.,  Avropa Şurası 1984-cü ildə yaradılıb və 19 üzv dövlətdən ibarətdir."
What is the 'equitable result' in the law and practice of maritime delimitation?,international_law,"['It is the only method of delimitation that international courts and tribunals follow'
 'An equitable result is what a judge or the arbitrator would decide ex aequo et bono, i.e. upon their discretion and in light of what they consider as fair and equitable in a delimitation case'
 ""It is the end result that all delimitations of areas of continental shelf and EEZ should achieve, after, however, drawing a provisional 'equidistance line' and adjusting the zone in the light of the relevant circumstances and the proportionality test.""
 'Achieving an equitable result is an old method of delimitation which is currently not applicable']",2," Dəniz məhdudlaşdırılması qanununda və təcrübədə ""ədalətli nəticə"" nədir?"," Bu, beynəlxalq məhkəmələrin və məhkəmələrin istifadə etdiyi yeganə delimitasiya üsuludur.,  Ədalətli nəticə hakim və ya arbitrin ex aequo et bono, yəni öz mülahizəsinə əsasən və bir delimitasiya işində ədalətli və ədalətli hesab etdikləri şeylərə əsasən qərar verəcəyi şeydir.,  Son nəticə, qitə şelfinin və EIZ-in bütün bölgələrinin delimitasiyasının əldə edilməsi, lakin müvəqqəti ""ekvidans xətti"" çəkildikdən və zonanın müvafiq hallara və mütənasibliyi sınağına uyğunlaşdırılmasından sonra əldə edilməlidir.,  Ədalətli nəticəyə nail olmaq, hazırda tətbiq edilməyən köhnə bir delimitasiya üsuludur."
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2, Bir istisna nədir?," İstisnalar müqavilədəki insan hüquqları ilə bağlı xüsusi öhdəliklərdən azad edilmələrdir.,  Bir istisna hüquq sahiblərinin bir öhdəliyin pozulması üçün dövlətə qarşı iddia irəli sürmə qabiliyyətinə aiddir,  Dövlət, mövcudluğunu təhlükə altına alan hallarda, müəyyən hüquqları bir istisna vasitəsi ilə dayandıra bilər.,  İstisnalar insan hüquqları müqavilələrindəki icra müddəalarıdır"
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0, Iure gestionis aktı nədir?," Iure gestionis aktları dövlətlərin özəl səlahiyyətləri çərçivəsində həyata keçirdiyi aktlardır.,  Dövlət tərəfindən edilən bütün satınalmalar iure gestionis aktlarıdır,  Dövlət korporasiyaları tərəfindən həyata keçirilən bütün əməllər jure gestionis,  Dövlət rəsmilərinin boş vaxtlarında etdikləri bütün davranışlar jus gestionis hesab olunur."
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3, Mədəni nisbilik nə deməkdir?," Mədəniyyət nisbiçiliyi insan hüquqlarının heç bir məhdudiyyət olmadan hamıya eyni dərəcədə tətbiq edildiyini iddia edir,  Mədəniyyət nisbiçiliyi insan hüquqlarının mədəni mənşəyi olduğunu iddia edir,  Mədəni nisbilik insan hüquqlarının tətbiqinin hər bir millətin qanunlarına nisbətən olduğunu iddia edir,  Mədəni nisbilik, yerli mədəniyyətin bütün insan hüquqlarının mövcudluğunu və tətbiqini təsdiq etməli olduğunu iddia edir"
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1, Dövlətlərin tanınması müasir beynəlxalq praktikada yayılmışdırmı?," Dövlətlərin tanınması müasir praktikada çox yaygındır,  Hökumətlərin tanınması əsasən funksional tanınma ilə əvəz edilmişdir,  Dövlət tərəfindən qiyamçı qurumların tanınması ümumi haldır,  Müasir təcrübədə yalnız demokratik hökumətlər tanınır"
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",1, İnsan Hüquqları üzrə Ümumdünya Bəyannaməsinin (ÜBMB) hüquqi mahiyyəti nədir?," İnsan Hüquqları Bəyannaməsi çoxtərəfli müqavilədir,  BMT Baş Assambleyasının qətnaməsi,  BMT Təhlükəsizlik Şurasının qətnaməsi,  Ümumdünya İnsan Hüquqları Bəyannaməsi bir neçə dövlətin beynəlxalq konfransda qəbul etdiyi bəyannamədir."
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1, AİHM-ə üzv olan dövlətlərin ərazisindən kənarda baş verən insan hüquqlarının pozulması hansı hallarda AİHM-in səlahiyyətlərinə aid edilir?," Avropa İnsan Hüquqları Konvensiyası Avropa xaricində insan hüquqlarının Avropa İnsan Hüquqları Konvensiyasına üzv ölkələr tərəfindən pozulduğu hallarda tətbiq olunur,  AİHM, bir üzv dövlətin effektiv nəzarət etdiyi hallarda ərazi xaricində tətbiq olunur,  AİHM, bir üzv dövlətin BMT sülhməramlı missiyasına qüvvələr qatdığı təqdirdə, ərazi xaricində tətbiq olunur,  AİHM üzv dövlətlərin keçmiş müstəmləkələrində insan hüquqlarının pozulması hallarında ekstraterritorial şəkildə tətbiq olunur"
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",2," ""Pakta sunt servanda"" prinsipi nə deməkdir?"," Müqavilənin tərəfləri onun şərtlərini bilməli və onları yanlış şərh etməməlidirlər,  Müqavilənin tərəfləri müqavilənin obyektini və məqsədini qorumalıdırlar,  Müqavilənin tərəfləri onun şərtlərinə yaxşı niyyətlə riayət etməlidirlər,  Müqavilənin tərəfləri müqavilənin ən vacib müddəalarını pozmamalıdırlar"
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2, Tən Şurası işində icra qanunvericiliyinin olmamasının nəticəsi nə oldu?," Beynəlxalq Tin Şurasının qərargahı Londonda idi və buna görə də tətbiqi qanunvericiliyin olmaması əhəmiyyətsizdir.,  Beynəlxalq təşkilatların təsis müqavilələri təsis doktrinası ilə tənzimlənir.,  Şuranın təsis müqaviləsinə dair tətbiqi qanunvericiliyin olmaması, İngilis hüquq sistemində fərdlərin ondan hüquq və vəzifələr əldə etməməsini nəzərdə tuturdu.,  İngiltərədə beynəlxalq təşkilatla bağlı tətbiq edilən qanunvericiliyin olmaması beynəlxalq hüquq baxımından əhəmiyyətsizdir"
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0, Aşağıdakı ifadələrdən hansı doğru?," 1998-ci il İnsan Hüquqları Aktı Avropa İnsan Hüquqları Konvensiyasını Birləşmiş Krallıq qanunvericiliyinə daxil edir,  1998-ci il İnsan Hüquqları Qanunu məhkəmələrə ilkin qanunvericiliyi ləğv etməyə imkan verir,  1998-ci il İnsan Hüquqları Qanunu, əsaslı bir davaya sahib hər bir şəxsin məhkəməyə müraciət etməsinə imkan verir,  1998-ci il İnsan Hüquqları Qanunu AB-nin əsas hüquqlar Xartiyasını Birləşmiş Krallıq qanunvericiliyinə daxil edir"
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",2, Təmizləmə öhdəliyi hansı formaları ala bilər?," Təmizləmə yalnız faizlər daxil olmaqla pul kompensasiyası formasında ola bilər.,  Təmizləmə yalnız səhv əməlin fiziki bərpasını ifadə edir,  Təmizləmə, ya tək, ya da digər təmir formaları ilə birlikdə bərpa, kompensasiya və məmnuniyyət daxildir,  Reparasiyanın forması məsuliyyətli dövlətin qərarına aiddir"
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",0, Jus cogens nədir?," Onlar beynəlxalq hüququn heç bir istisna edilməyən və heç vaxt dəyişdirilə bilməyən, hətta dövlətlərin razılığı ilə də dəyişdirilə bilməyən məcburi normalarıdır.,  Bunlar beynəlxalq hüququn qaydalarıdır ki, onlar geniş iştirakı ilə çox tərəfli müqavilələrdə təsbit edilmişdir.,  Bunlar BMT Təhlükəsizlik Şurasının qərarlarıdır.,  Onlar beynəlxalq hüququn qaydalarıdır ki, onlar üzrə ICJ qərarlarını əsaslandırır."
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",1," ""Bir tərəfli hərəkətlər nədir?"""," Bunlar, dövlətlərin adət-ənənələr çərçivəsində praktik olaraq həyata keçirdiyi hərəkətlərdir.,  Onlar hərəkət edən dövlətə qarşı birtərəfli hüquqi öhdəliklər yaradan aktlardır,  Birmənalı aktlar sadəcə olaraq hər hansı hüquqi təsirdən məhrum olan dövlət siyasi aktlarıdır,  Birmənalı hərəkətlər, dövlətin müqavilə ilə bağlı olmaq üçün etdiyi hərəkətlərdir."
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0, Ərazi xaricindəki oğurluq İngilis məhkəmələri tərəfindən qanunla müəyyən edilmiş yurisdiksiyadan imtina etmək üçün bir əsas ola bilərmi?," Belə bir qaçırma prosesin sui-istifadəsinə səbəb olur və prosesin dayandırılmasına səbəb olur,  Belə bir qaçırma, qaçırıcının məsuliyyətinə səbəb olur, lakin prosesin dayandırılmasına səbəb olmur,  Belə şəraitdə məhkəmə prosesinin dayandırılması beynəlxalq cinayətkarlara qarşı ədalətin tətbiq edilməsinə mane olur,  Məhkəmələr ərazi xaricindəki adam oğurlama hallarında prosesləri dayandıra bilər, lakin nadir hallarda"
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",1," Beynəlxalq məsuliyyət hüququnda ""ikinci dərəcəli qaydalar"" nə deməkdir?"," İkincil qaydalar beynəlxalq hüququn, o cümlədən beynəlxalq məsuliyyət hüququnun şərh qaydalarıdır.,  İkincil qaydalar, ilkin qaydaların, yəni dövlətlərin beynəlxalq öhdəliklərinin pozulmasından irəli gələn hüquqi nəticələri tənzimləyən qaydalardır.,  İkincil qaydalar, beynəlxalq məsuliyyət hüququnda yalnız təyinat anlayışını tənzimləyən qaydalardır,  İkincil qaydalar, yalnız əks tədbirlər hüququnu tənzimləyən qaydalardır."
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",3, Birləşmə doktrinası müqavilələrlə bağlı nə təklif edir?," İnkorporasiya doktrinası, bütün müqavilələrin milli qanuna çevrilməsindən əvvəl qanunvericilik transformasiyasına məruz qalmasını tələb edir.,  Birləşmə doktrinası daxili səviyyədə heç bir əlavə tədbir tələb etmir,  Təsis doktrinası müqavilələri daxili hüquqa aşağı qiymətləndirir,  Təsdiq doktrinası təsdiq edilmiş müqavilələrin avtomatik olaraq milli hüququn sahəsinə keçməsini təklif edir."
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3, Beynəlxalq Məhkəmə tərəfindən qəbul edilmiş müvəqqəti tədbirlər tərəflər üçün məcburi xarakter daşıyırmı?," Xeyr, Dövlətin müvafiq müddəasının sözün əsl mənasında şərh edilməsinə görə, müvəqqəti tədbirlər məcburi deyil,  Yox, əgər tərəflər əvvəlcədən razılaşmasalar,  Müvəqqəti tədbirlərin bağlayıcı olub-olmaması Məhkəmədən asılıdır,  Bəli, Məhkəmə La Grand işindən (2001) bəri davamlı olaraq onların məcburi olduğunu qəbul etdi"
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0, Nə vaxt əks tədbirlər qanunsuz olur?," Əks tədbirlər, digərləri ilə bərabər, qeyri-mütənasib və ya beynəlxalq hüququn məcburi bir normasını pozduqda (məsələn, güc tətbiqi, insan hüquqları) qanunsuz sayılır.,  Silahlı münaqişə zamanı qəbul edilən əks tədbirlər qanunsuzdur,  İki tərəfli müqavilələri pozduqda əks tədbirlər qanunsuzdur,  Müvafiq dövlət onlara razılıq vermədikdə əks tədbirlər qanunsuzdur"
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0, Mübahisələrin həlli üçün siyasi və hüquqi vasitələr arasında fərq nədir?," Hüquqi metodlardan, yəni Beynəlxalq Məhkəmə tərəfindən arbitraj və ya qərar verilməsindən irəli gələn nəticə son və tərəflər üçün məcburiyyətlidir, halbuki diplomatik metodlar belə deyil.,  Siyasi üsullar mübahisənin tərəflərinin razılığı ilə tətbiq olunur, hüquqi üsullar isə mübahisənin tərəflərinin razılığı olmadan tətbiq olunur.,  Siyasi vasitələr mübahisənin son həllinə gətirib çıxarır, halbuki hüquqi metodlar belə deyil,  Mübahisələrin həllinin hüquqi üsulları yalnız əhəmiyyətli mübahisələrə aiddir, siyasi vasitələr isə bütün mübahisələrdə istifadə olunur."
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2, Beynəlxalq insan hüquqları sahəsində yerli hüquq müdafiə vasitələrinin tükənməsinin məntiqi səbəbi nədir?," Yerli hüquq müdafiə qaydaları beynəlxalq məhkəmələrin ən ciddi halları həll etmək üçün sərbəst buraxılmasını hədəfləyir.,  Yerli hüquq müdafiə qaydaları, sistemi sui-istifadə edən ərizəçilərin lazımsız ərizələr təqdim etməsini dayandırmaq məqsədi daşıyır.,  Yerli hüquq müdafiə qaydaları bir tərəfdən beynəlxalq məhkəmələrə müraciətlərin həcmini məhdudlaşdırmaq, eyni zamanda yerli məhkəmələrin potensialını artırmaq məqsədi daşıyır.,  Yerli hüquq müdafiə qaydaları göstərir ki, milli məhkəmələr beynəlxalq məhkəmələrə nisbətən işlərə daha yaxşı baxırlar."
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2," Aşağıdakı hallardan hansında Avropa İnsan Hüquqları Məhkəməsinin istifadə etdiyi ""canlı alət prinsipi"" ən yaxşı şəkildə nümunə olur?"," Golder / Böyük Britaniya (1978),  A / UK (2009),  Goodwin / UK (2002),  Osman / Böyük Britaniya (1998)"
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2, Xarici qərarların tanınması müqavilələrin birləşdirilməsi və dəyişdirilməsi üçün tətbiq olunan qaydalarla eyni qaydalara tabedirmi?," Xarici qərarların icrası konstitusiya doktrinası əsasında həyata keçirilir,  Xarici hökmlər transformasiya doktrinası əsasında icra edilir,  Xarici qərarların tanınması müvafiq ikitərəfli və ya çoxtərəfli müqavilələrin mövcudluğundan asılıdır.,  Məhkəmələr xarici qərarların icrası ilə bağlı diskreet hüququnu icra edir."
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2, Lordlar Palatasının Pinochet işində ən vacib tapıntı nə idi?," Pinochet işi keçmiş dövlət başçılarının mütləq toxunulmazlığa malik olduğunu təsdiq etdi,  Pinochet işi bütün ictimai aktların toxunulmazlıqdan zövq aldığını təsdiq etdi,  Pinochet işi keçmiş dövlət başçılarının vəzifədən çıxarıldıqdan sonra şəxsi toxunulmazlıqdan istifadə etmədiyini təsdiq etdi,  Pinochet işi sübut etdi ki, immunitet baxımından indiki və keçmiş dövlət başçısı arasında heç bir fərq yoxdur."
